ID,Text,Comment
SteamWorkshop.Update,Actualitza,Label of the checkbox that determines whether certain elements of the item to be uploaded to Steam Workshop should be updated.
SteamWorkshop.UploadAsNew,Puja as new,Label of the checkbox that determines whether the item to be uploaded to Steam Workshop should be uploaded as a new item or as an update to an existing item.
SteamWorkshop.UploadButton,Puja,Text on the button that starts uploading the item to Steam Workshop.
SteamWorkshop.UploadFailed,Puja failed with Steam error code: {0},"Message that is shown when an item could not be uploaded to Steam Workshop. {0} is the error code, for example ""k_EResultAccessDenied (15)"""
SteamWorkshop.UploadHeader,Puja to Steam Workshop,Header of the panel that allows uploading items to Steam Workshop.
SteamWorkshop.UploadProgress,Uploading: {0},Message that is shown when an item is being uploaded to Steam Workshop. {0} stands for percentage value of the upload progress. Please keep short.
SteamWorkshop.UploadSuccess,Your content has been uploaded!,Message that is shown when an item has been successfully uploaded to Steam Workshop.
SteamWorkshop.UploadToSteamWorkshop,Puja to Steam Workshop,Label of a button that uploads a mod to Steam Workshop.
SteamWorkshop.Visibility,Visibility,Label of the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Friends,Friends only,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Private,Private,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Public,Public,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
SteamWorkshop.Visibility.Unlisted,Unlisted,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Workshop.
StockpilePriority.Accept,Accept,"Please keep short. Defines a state of a warehouse, where it accepts goods if needed"
StockpilePriority.Accept.Long,Accept goods.,"Describes a state of a warehouse, where it accepts goods if needed"
StockpilePriority.Empty,Empty,"Please keep short. Defines a state of a warehouse, where it is going to be emptied"
StockpilePriority.Empty.Long,Empty goods to other warehouses.,"Describes a state of a warehouse, where it is going to be emptied"
StockpilePriority.Obtain,Obtain,"Please keep short. Defines a state of a warehouse, where it is going to be actively filled"
StockpilePriority.Obtain.Long,Obtain goods from other warehouses.,"Describes a state of a warehouse, where it is going to be actively filled"
StockpilePriority.Supply,Supply,"Please keep short. Defines a state of a warehouse, where it accepts goods, but haulers will move them to other warehouses if able"
StockpilePriority.Supply.Long,Supply goods to other warehouses.,"Defines a state of a warehouse, where it accepts goods, but haulers will move them to other warehouses if able"
TerrainPhysicsPostLoader.TerrainHasNoSupport,Terrain had invalid support and was deleted.,Warning shown when loaded terrain has invalid physical support
Thumbnail.NoPreview,No preview,Text shown with default thumbnail when the selected map or save has no preview image
TimedComponentActivator.CountdownNotActive,Dormant,Text shown in entity panel when count down is not active for entity.
TimedComponentActivator.CyclesUntilCountdownActivation,Countdown activation cycle,Label for input field shown in entity panel in editor. Allows to set a cycle number in which count down will start.
TimedComponentActivator.DaysUntilActivationLoc,Countdown duration in days,Label for input field shown in entity panel in editor. Allows to set a number of days until activation.
TimedComponentActivator.DaysUntilActivationProgress,Activates in: {0} days,Text shown in entity panel during gameplay when count down is active. Informs abount time left until activation.
TimedComponentActivator.DaysUntilExplosionProgress,Explodes in: {0} days,Text shown in entity panel during gameplay when count down is active. Informs abount time left until activation.
TimedComponentActivator.IsEnabledToggle,Delayed activation,Label for toggle in entity panel in editor. Allows to enable or disable time activation.
Tip.Common.KeyBindings,"Consell: Utilitza les tecles d'accés ràpid per realitzar certes accions més ràpidament, com eliminar o duplicar un edifici. Pots trobar la llista completa a Opcions.",Tip on the loading screen.
Tip.Common.LayerTool,Consell: Utilitza l'eina <YellowHighlight>Capes</YellowHighlight> per veure sota el terreny i els edificis.,Tip on the loading screen. Layer tool naming must be consistent with the usage of those terms in the rest of the game.
Tip.Game.Duplicate,Consell: Utilitza les eines <YellowHighlight>Duplicar</YellowHighlight> i <YellowHighlight>Copiar configuració</YellowHighlight> per crear ràpidament edificis idèntics.,Tip on the loading screen. 'Duplicate' and 'Copy settings' should be the same as in KeyBinding.DuplicateObject and KeyBinding.DuplicateSettings respectively.
Tip.Game.Flip,Consell: Utilitza <YellowHighlight>Reflecteix</YellowHighlight> per reflectir un edifici durant la seva col·locació.,Tip on the loading screen. 'Flip' should be the same as in KeyBinding.Flip.
Tip.Game.Solid,"Consell: Si un edifici està marcat com a <YellowHighlight>sòlid</YellowHighlight>, com una Llar o un Magatzem, pots construir altres estructures al seu sostre.",Tip on the loading screen. Solid is a keyword.
Tip.MapEditor.Undo,Consell: Utilitza <YellowHighlight>Desfer</YellowHighlight> i <YellowHighlight>Refer</YellowHighlight> per corregir ràpidament un error.,Tip on the loading screen. 'Undo' and 'Redo' should be the same as in MapEditor.Undo and MapEditor.Redo respectively.
Tip.MapEditor.SeasonControls,Consell: Utilitza els controls de temporada a la part superior de la pantalla per simular Sequera i Marea Tòxica.,Tip on the loading screen.
Tip.MapEditor.SpeedControls,Consell: Utilitza els controls de velocitat de l'aigua a la part superior de la pantalla per omplir prèviament el teu mapa amb aigua.,Tip on the loading screen.
Toggle.Selected,(seleccionat),Indication in tooltip about selected item. Fore example: 'Planting (selected)'
Toggle.State.Closed,Tancat,Indication in tooltip about toggle state. For example 'Status: Closed'
Toggle.State.Conflict,Conflictes,Tooltip for conflict toggle state (when two districts are in conflict and gate cannot connect them)
Toggle.State.Off,desactivat,Indication in tooltip about toggle state. For example 'Prioritize building by haulers: off'
Toggle.State.On,activat,Indication in tooltip about toggle state. For example 'Prioritize building by haulers: on'
Toggle.State.Open,Obre,Indication in tooltip about toggle state. For example 'Status: Open'
Tool.Cursor.Tooltip,Selecciona,Tooltip for cursor on bottom bar
Tool.Options.Tooltip,Opcions,Tooltip for options on bottom bar
ToolGroups.Decoration,Decoració,Buildings and objects that are for decoration
ToolGroups.Demolishing,Demolish buildings and resources,
ToolGroups.DistrictManagement,Gestió del districte,"Toolbar category for buildings used for district management - that includes builders, moving goods and making new districts"
ToolGroups.FieldsPlanting,Plantar cultius,This is in active voice as in 'to plant crops'
ToolGroups.Food,Menjar,Buildings pertaining to growing and production of food
ToolGroups.ForestryPlanting,Plantar arbres i arbustos,This is in active voice
ToolGroups.Housing,Habitatges,Buildings that beavers can live in
ToolGroups.Landscaping,Paisatgisme,Buildings that allow changes to land such as Dams or Dynamite
ToolGroups.MapEditor,Editor de mapes,Objects specific to map editor such as starting point or water source
ToolGroups.MapEditorObjects,Objectes,
ToolGroups.MapEditorWater,Aigua,
ToolGroups.Metal,Metall,Buildings that allow to collect and produce with metal
ToolGroups.Monuments,Monuments,Awe-inspiring statues and fantastic contraptions
ToolGroups.NaturalOverhangs,Formacions naturals,Name for the category grouping natural/rock overhangs in the toolbar.
ToolGroups.Other,Altres,Buildings that don't fit in other categories
ToolGroups.Paths,Camins i estructures,"Buildings that are made to be built and walked upon or to support other buildings such as paths, stairs and platforms"
ToolGroups.Power,Energia,Buildings that produce and transfer power
ToolGroups.Priority,Assignar prioritats,This is in active voice
ToolGroups.Ruins,Ruins,Group for different types of ruin objects
ToolGroups.Science,Ciència,Buildings that produce Science points
ToolGroups.Storage,Emmagatzematge,Buildings that store goods and resources
ToolGroups.TreeCutting,Tallar arbres,This is in active voice
ToolGroups.Water,Aigua,Buildings that gather and store water.
ToolGroups.Wood,Fusta,Buildings that allow gathering and producing using wood
TopBar.Badwater,Aigua tòxica,A group of goods. Please keep short.
TopBar.Food,Menjar,A group of goods. Please keep short.
TopBar.GoodStockpileTooltip.Inputs,Entrades,Label in topbar tooltip - for goods keeped in input directories - please keep short
TopBar.GoodStockpileTooltip.Outputs,Sortides,Label in topbar tooltip - for goods ready to use - please keep short
TopBar.GoodStockpileTooltip.Stockpiles,Emmagatzematge,Label in topbar tooltip - for goods keeped in stockpiles warehouses etc - please keep short
TopBar.Ingredients,Ingredients,Please keep short.
TopBar.Logs,Troncs,A group of goods. Please keep short.
TopBar.Materials,Materials,A group of goods. Please keep short.
TopBar.Nothing,Res,A group of goods. Please keep short.
TopBar.Science,Ciència,A group of goods. Please keep short.
TopBar.Water,Aigua,A group of goods. Please keep short.
TreeCuttingSelectionTool.Description,Eina per marcar zones on es talaran arbres.,Doesn't have to use a personal verb
TreeCuttingSelectionTool.Title,Marca zona de tala d'arbres,
TreeCuttingUnselectionTool.Description,Eina per desmarcar zones on es talaran arbres.,Doesn't have to use a personal verb
TreeCuttingUnselectionTool.Title,Desmarca zona de tala d'arbres,
Tutorial.Badtides,Marees tòxiques,"Tutorial title, Badtides refers to Weather.Badtide"
Tutorial.Badtides.Description,"El teu assentament ha superat la seva primera marea tòxica.

Com les sequeres, les marees tòxiques formen part del cicle estacional.

Les properes marees tòxiques no seran tan indulgents, així que estigues alerta.",Badtide refers to Weather.Badtide
Tutorial.Basics,Bàsics,Header of the tutorial section that covers the basic concepts
Tutorial.Basics.ManagePause,"Pots posar el joc en pausa en qualsevol moment, cosa que t'ajuda a avaluar la situació i planificar.",
